date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:31	14167/14167	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/fathom.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/fathom.js	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:32	18752/18752	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/prettify.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/prettify.js	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:33	408/408	---MC-	302	error ('FOUND')	text/html	date:Fri,%2005%20May%202017%2021:06:36%20GMT	http://dl.dropbox.com/u/10998095/Screenshots/2nwgi5~b8656.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropbox.com/u/10998095/Screenshots/2nwgi5_b8656.27.delayed	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:33	410/410	---MC-	302	error ('FOUND')	text/html	date:Fri,%2005%20May%202017%2021:06:36%20GMT	http://dl.dropboxusercontent.com/u/10998095/Screenshots/2nwgi5~b8656.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/2nwgi5_b8656.28.delayed	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:35	96381/96381	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/jquery.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/jquery.js	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:36	37894/37894	---M--	200	added ('OK')	image/png	etag:264930n	https://dl.dropboxusercontent.com/u/10998095/Screenshots/h31-pn0904xo.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/h31-pn0904xo.png_;%20filename_=UTF-8''h31-pn0904xo.png	(from http://www.teaching-materials.org/javascript/slides/programming.html)
16:06:36	408/408	---MC-	302	error ('FOUND')	text/html	date:Fri,%2005%20May%202017%2021:06:40%20GMT	http://dl.dropbox.com/u/10998095/Screenshots/j89bo0pzo02r.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropbox.com/u/10998095/Screenshots/j89bo0pzo02r.2b.delayed	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:37	410/410	---MC-	302	error ('FOUND')	text/html	date:Fri,%2005%20May%202017%2021:06:40%20GMT	http://dl.dropboxusercontent.com/u/10998095/Screenshots/j89bo0pzo02r.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/j89bo0pzo02r.2c.delayed	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:45	10923/10923	---M--	200	added ('OK')	image/png	etag:264934n	https://dl.dropboxusercontent.com/u/10998095/Screenshots/j89bo0pzo02r.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/j89bo0pzo02r.png_;%20filename_=UTF-8''j89bo0pzo02r.png	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:45	320/320	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20May%202017%2021:06:49%20GMT	http://davidwalsh.name/dw-content/jsfiddle.jpg	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/davidwalsh.name/dw-content/jsfiddle.2e.delayed	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:47	109255/109255	---M--	200	added ('OK')	image/png	etag:264933n	https://dl.dropboxusercontent.com/u/10998095/Screenshots/2nwgi5~b8656.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/2nwgi5_b8656.png_;%20filename_=UTF-8''2nwgi5%7Eb8656.png	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:52	314/314	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20May%202017%2021:06:49%20GMT	https://davidwalsh.name/dw-content/jsfiddle.jpg	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/davidwalsh.name/dw-content/jsfiddle.2f.delayed	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:52	314/314	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20May%202017%2021:06:56%20GMT	http://davidwalsh.name/demo/jsfiddle.jpg	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/davidwalsh.name/demo/jsfiddle.jpg	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:57	27090/27090	---M--	200	added ('OK')	image/jpeg	etag:%2255d7ab62-69d2%22	https://davidwalsh.name/demo/jsfiddle.jpg	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/davidwalsh.name/demo/jsfiddle.jpg	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:06:58	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/javascript/exercises/validateCreditCardSolution.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/javascript/exercises/validateCreditCardSolution.js	(from http://www.teaching-materials.org/javascript/)
16:06:58	34754/34754	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/javascript/images/console.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/javascript/images/console.png	(from http://www.teaching-materials.org/javascript/exercises/creditcard.html)
16:06:59	1621/1621	URF---	200	added ('OK%20(cached)')	image/png		https://licensebuttons.net/l/by-sa/3.0/88x31.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/licensebuttons.net/l/by-sa/3.0/88x31.png	(from http://www.teaching-materials.org/javascript/)
16:06:59	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/js/jquery.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/js/jquery.js	(from http://www.teaching-materials.org/javascript/slides/programming.html)
16:06:59	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/js/fathom.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/js/fathom.js	(from http://www.teaching-materials.org/javascript/slides/programming.html)
16:06:59	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/js/prettify.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/js/prettify.js	(from http://www.teaching-materials.org/javascript/slides/programming.html)
16:07:05	277553/277553	---M--	200	added ('OK')	image/png	etag:%222b4b75d214fb1f69d76f14cf71b4fe19%22	http://i.imgur.com/l0Qez2d.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/i.imgur.com/l0Qez2d.png	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:07:06	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/jquery.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/jquery.js	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:07:06	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/fathom.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/fathom.js	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:07:07	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/common/prettify.js	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/common/prettify.js	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:08:00	37894/37894	UR-M--	200	added ('PARTIAL%20CONTENT')	image/png	etag:264930n	https://dl.dropboxusercontent.com/u/10998095/Screenshots/h31-pn0904xo.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/h31-pn0904xo.png_;%20filename_=UTF-8''h31-pn0904xo.png	(from http://www.teaching-materials.org/javascript/slides/programming.html)
16:08:01	277553/277553	URF---	200	added ('OK%20(cached)')	image/png		http://i.imgur.com/l0Qez2d.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/i.imgur.com/l0Qez2d.png	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:08:02	17194/17194	UR-M--	200	added ('PARTIAL%20CONTENT')	image/png	etag:264928n	https://dl.dropboxusercontent.com/u/10998095/Screenshots/-21emdw8tl99.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/-21emdw8tl99.png_;%20filename_=UTF-8''-21emdw8tl99.png	(from http://www.teaching-materials.org/javascript/slides/programming.html)
16:08:08	109255/109255	UR-M--	200	added ('PARTIAL%20CONTENT')	image/png	etag:264933n	https://dl.dropboxusercontent.com/u/10998095/Screenshots/2nwgi5~b8656.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/2nwgi5_b8656.png_;%20filename_=UTF-8''2nwgi5%7Eb8656.png	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:08:08	34754/34754	URF---	200	added ('OK%20(cached)')	image/png		http://www.teaching-materials.org/javascript/images/console.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/javascript/images/console.png	(from http://www.teaching-materials.org/javascript/exercises/creditcard.html)
16:08:13	27090/27090	URF---	200	added ('OK%20(cached)')	image/jpeg		https://davidwalsh.name/demo/jsfiddle.jpg	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/davidwalsh.name/demo/jsfiddle.jpg	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:08:14	10923/10923	UR-M--	200	added ('PARTIAL%20CONTENT')	image/png	etag:264934n	https://dl.dropboxusercontent.com/u/10998095/Screenshots/j89bo0pzo02r.png	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/dl.dropboxusercontent.com/u/10998095/Screenshots/j89bo0pzo02r.png_;%20filename_=UTF-8''j89bo0pzo02r.png	(from http://www.teaching-materials.org/javascript/slides/varsfunctions.html)
16:08:49	2921424/2921424	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20May%202017%2017:19:48%20GMT	http://www.teaching-materials.org/javascript/slides/img/fran-typing.gif	C:/MY_DATA/_9_Personal/Javascript/teaching_materials_javascript/Teaching%20Javascript/www.teaching-materials.org/javascript/slides/img/fran-typing.gif	(from http://www.teaching-materials.org/javascript/slides/programming.html)
